#Energy
#       1eV     2.5eV   5eV     7.5eV   10eV    15eV    20eV    
102.0000	1.8650	1.8370	1.6440	1.4300	1.2340	0.9170	0.6914
103.0000	1.8740	1.8500	1.6580	1.4420	1.2430	0.9212	0.6923
104.0000	1.8830	1.8620	1.6710	1.4540	1.2520	0.9255	0.6934
105.0000	1.8910	1.8750	1.6850	1.4650	1.2610	0.9299	0.6946
106.0000	1.9000	1.8870	1.6980	1.4770	1.2700	0.9344	0.6959
107.0000	1.9090	1.9000	1.7110	1.4890	1.2790	0.9390	0.6973
108.0000	1.9170	1.9120	1.7240	1.5000	1.2890	0.9436	0.6988
109.0000	1.9260	1.9240	1.7380	1.5120	1.2980	0.9484	0.7004
110.0000	1.9340	1.9360	1.7510	1.5240	1.3070	0.9532	0.7022
111.0000	1.9430	1.9480	1.7640	1.5350	1.3170	0.9582	0.7040
112.0000	1.9510	1.9600	1.7770	1.5470	1.3260	0.9632	0.7059
113.0000	1.9590	1.9720	1.7900	1.5590	1.3360	0.9683	0.7078
114.0000	1.9670	1.9840	1.8030	1.5700	1.3450	0.9734	0.7098
115.0000	1.9750	1.9950	1.8160	1.5820	1.3540	0.9785	0.7118
116.0000	1.9830	2.0070	1.8290	1.5930	1.3640	0.9836	0.7140
117.0000	1.9910	2.0180	1.8410	1.6040	1.3730	0.9887	0.7162
118.0000	1.9980	2.0300	1.8540	1.6160	1.3820	0.9938	0.7184
119.0000	2.0060	2.0410	1.8660	1.6270	1.3910	0.9989	0.7207
120.0000	2.0140	2.0520	1.8780	1.6380	1.4000	1.0040	0.7231
121.0000	2.0210	2.0630	1.8900	1.6490	1.4090	1.0090	0.7254
122.0000	2.0280	2.0730	1.9020	1.6600	1.4180	1.0150	0.7277
123.0000	2.0360	2.0840	1.9140	1.6710	1.4280	1.0200	0.7302
124.0000	2.0430	2.0950	1.9260	1.6820	1.4370	1.0250	0.7326
125.0000	2.0500	2.1050	1.9380	1.6920	1.4450	1.0300	0.7351
126.0000	2.0570	2.1150	1.9490	1.7030	1.4540	1.0350	0.7376
127.0000	2.0630	2.1250	1.9610	1.7130	1.4630	1.0410	0.7400
128.0000	2.0700	2.1350	1.9720	1.7240	1.4720	1.0460	0.7425
129.0000	2.0770	2.1450	1.9830	1.7340	1.4800	1.0510	0.7450
130.0000	2.0830	2.1550	1.9940	1.7440	1.4880	1.0560	0.7475
131.0000	2.0900	2.1640	2.0050	1.7540	1.4970	1.0610	0.7500
132.0000	2.0960	2.1740	2.0150	1.7640	1.5050	1.0650	0.7525
133.0000	2.1020	2.1830	2.0260	1.7730	1.5130	1.0700	0.7550
134.0000	2.1080	2.1920	2.0360	1.7830	1.5210	1.0750	0.7574
135.0000	2.1140	2.2010	2.0460	1.7920	1.5290	1.0800	0.7598
136.0000	2.1200	2.2100	2.0560	1.8010	1.5370	1.0850	0.7622
137.0000	2.1260	2.2180	2.0660	1.8110	1.5450	1.0900	0.7647
138.0000	2.1320	2.2270	2.0760	1.8200	1.5530	1.0940	0.7671
139.0000	2.1370	2.2350	2.0850	1.8280	1.5600	1.0990	0.7695
140.0000	2.1420	2.2430	2.0940	1.8370	1.5670	1.1030	0.7718
141.0000	2.1480	2.2510	2.1030	1.8450	1.5740	1.1080	0.7741
142.0000	2.1530	2.2590	2.1120	1.8540	1.5810	1.1120	0.7764
143.0000	2.1580	2.2660	2.1210	1.8620	1.5880	1.1160	0.7786
144.0000	2.1630	2.2740	2.1290	1.8700	1.5950	1.1200	0.7808
145.0000	2.1680	2.2810	2.1370	1.8770	1.6010	1.1250	0.7829
146.0000	2.1720	2.2880	2.1460	1.8850	1.6080	1.1290	0.7851
147.0000	2.1770	2.2950	2.1540	1.8920	1.6140	1.1330	0.7872
148.0000	2.1810	2.3010	2.1610	1.9000	1.6210	1.1370	0.7892
149.0000	2.1850	2.3080	2.1690	1.9070	1.6270	1.1400	0.7912
150.0000	2.1900	2.3140	2.1760	1.9130	1.6320	1.1440	0.7931
151.0000	2.1940	2.3200	2.1830	1.9200	1.6380	1.1470	0.7950
152.0000	2.1970	2.3260	2.1900	1.9260	1.6430	1.1510	0.7969
153.0000	2.2010	2.3320	2.1960	1.9330	1.6490	1.1540	0.7987
154.0000	2.2050	2.3370	2.2030	1.9390	1.6540	1.1570	0.8005
155.0000	2.2080	2.3420	2.2090	1.9440	1.6590	1.1600	0.8021
156.0000	2.2120	2.3480	2.2150	1.9500	1.6630	1.1630	0.8037
157.0000	2.2150	2.3530	2.2200	1.9550	1.6680	1.1660	0.8053
158.0000	2.2180	2.3570	2.2260	1.9600	1.6730	1.1690	0.8068
159.0000	2.2210	2.3620	2.2310	1.9650	1.6770	1.1720	0.8082
160.0000	2.2240	2.3660	2.2360	1.9700	1.6810	1.1750	0.8097
161.0000	2.2270	2.3700	2.2410	1.9750	1.6850	1.1770	0.8110
162.0000	2.2290	2.3740	2.2460	1.9790	1.6890	1.1790	0.8123
163.0000	2.2320	2.3780	2.2500	1.9830	1.6920	1.1820	0.8135
164.0000	2.2340	2.3810	2.2540	1.9870	1.6950	1.1830	0.8146
165.0000	2.2360	2.3840	2.2570	1.9900	1.6980	1.1850	0.8156
166.0000	2.2380	2.3880	2.2610	1.9940	1.7010	1.1870	0.8166
167.0000	2.2400	2.3900	2.2640	1.9970	1.7040	1.1890	0.8176
168.0000	2.2420	2.3930	2.2670	2.0000	1.7060	1.1900	0.8186
169.0000	2.2430	2.3960	2.2700	2.0030	1.7090	1.1920	0.8194
